teamID
23
24
30
32
33
40
43
61
68
74
76
82
83
84
90
95
108
114
117
120
148
151
161
167
176
183
211
282
284
288
290
366
367
370
371
372
381
386
433
438
440
441
442
445
448
449
451
455
456
459
464
465
466
467
469
473
480
486
490
491
525
530
533
535
537
544
600
602
609
1028
1033
1047
1840
2568
4841
11637
11641
678527
678540
689390
