player_id
774
839
1147
1164
1205
1208
1247
1513
2229
2439
2484
2668
2883
2904
2928
2958
2976
2994
3073
3113
3184
3236
3238
3279
3340
3343
3348
3920
3944
4065
4074
4156
4251
4467
4586
4972
5035
5055
5468
6104
6502
7335
7579
9376
10808
13246
14492
14599
14608
14626
14640
14675
14833
15388
15480
15617
15670
15713
15765
17195
17468
17513
18089
18102
18169
18279
18282
19447
19981
20014
21416
21479
21596
22095
22305
22521
24016
24449
24479
24505
24812
25952
26676
26962
28006
28424
28994
29373
33954
35453
38009
39568
40412
47704
49759
53853
61874
64864
66118
66446
67818
75056
80864
86847
90095
112322
113396
113637
120039
120153
120360
125099
129329
135698
139713
139797
142545
145995
148703
150016
156056
158181
160662
161106
165580
181963
184909
185977
192729
196325
202320
216182
247286
460830
461106
461307
465616
466699
468351
468925
469776
471122
471267
567319
567478
583368
583736
590670
590671
597458
602099
626504
630756
632090
635852
650247
723234
729955
732783
733765
738089
745610
755457
755468
755474
755623
755627
756055
756056
